"NCBI_ID","Genome_ID","Accession_ID","Taxon_name","Attribute","Attribute_value","Attribute_source","Evidence","Frequency","Note","Rank","Parent_name","Parent_NCBI_ID","Parent_rank","Confidence_in_curation"
1071758,NA,NA,"Chlamydia trachomatis D/SotonD6","genome size",1050053,"Kegg","igc","usually",NA,"strain","Chlamydia trachomatis",813,"species","High"
1071753,NA,NA,"Chlamydia trachomatis A/363","genome size",1051528,"Kegg","igc","usually",NA,"strain","Chlamydia trachomatis",813,"species","High"
1071754,NA,NA,"Chlamydia trachomatis A/5291","genome size",1051525,"Kegg","igc","usually",NA,"strain","Chlamydia trachomatis",813,"species","High"
1071755,NA,NA,"Chlamydia trachomatis A/7249","genome size",1051879,"Kegg","igc","usually",NA,"strain","Chlamydia trachomatis",813,"species","High"
1071766,NA,NA,"Chlamydia trachomatis Ia/SotonIa1","genome size",1050130,"Kegg","igc","usually",NA,"strain","Chlamydia trachomatis",813,"species","High"
1071767,NA,NA,"Chlamydia trachomatis Ia/SotonIa3","genome size",1050283,"Kegg","igc","usually",NA,"strain","Chlamydia trachomatis",813,"species","High"
1075085,NA,NA,"Chlamydia trachomatis L2b/Canada1","genome size",1046041,"Kegg","igc","usually",NA,"strain","Chlamydia trachomatis",813,"species","High"
1075086,NA,NA,"Chlamydia trachomatis L2b/Canada2","genome size",1046246,"Kegg","igc","usually",NA,"strain","Chlamydia trachomatis",813,"species","High"
1071770,NA,NA,"Chlamydia trachomatis L1/115","genome size",1046584,"Kegg","igc","usually",NA,"strain","Chlamydia trachomatis",813,"species","High"
1071771,NA,NA,"Chlamydia trachomatis L1/224","genome size",1046319,"Kegg","igc","usually",NA,"strain","Chlamydia trachomatis",813,"species","High"
1071769,NA,NA,"Chlamydia trachomatis L1/440/LN","genome size",1039261,"Kegg","igc","usually",NA,"strain","Chlamydia trachomatis",813,"species","High"
1071777,NA,NA,"Chlamydia trachomatis L2b/795","genome size",1046220,"Kegg","igc","usually",NA,"strain","Chlamydia trachomatis",813,"species","High"
1071773,NA,NA,"Chlamydia trachomatis L2b/8200/07","genome size",1046364,"Kegg","igc","usually",NA,"strain","Chlamydia trachomatis",813,"species","High"
1071779,NA,NA,"Chlamydia trachomatis L2b/Ams2","genome size",1046364,"Kegg","igc","usually",NA,"strain","Chlamydia trachomatis",813,"species","High"
1071780,NA,NA,"Chlamydia trachomatis L2b/Ams3","genome size",1046218,"Kegg","igc","usually",NA,"strain","Chlamydia trachomatis",813,"species","High"
1071781,NA,NA,"Chlamydia trachomatis L2b/Ams4","genome size",1046364,"Kegg","igc","usually",NA,"strain","Chlamydia trachomatis",813,"species","High"
1071782,NA,NA,"Chlamydia trachomatis L2b/Ams5","genome size",1046348,"Kegg","igc","usually",NA,"strain","Chlamydia trachomatis",813,"species","High"
717959,NA,NA,"Alistipes shahii","genome size",3763317,"Kegg","igc","usually",NA,"strain","Alistipes shahii",328814,"species","High"
657309,NA,NA,"Bacteroides xylanisolvens","genome size",5976145,"Kegg","igc","usually",NA,"strain","Bacteroides xylanisolvens",371601,"species","High"
722911,NA,NA,"Bifidobacterium longum subsp. longum F8","genome size",2384987,"Kegg","igc","usually",NA,"strain","Bifidobacterium longum",216816,"species","High"
657324,NA,NA,"Butyrivibrio fibrisolvens","genome size",3164379,"Kegg","igc","usually",NA,"strain","Butyrivibrio fibrisolvens",831,"species","High"
1116213,NA,NA,"Candidatus Mycoplasma haemominutum","genome size",513880,"Kegg","igc","usually",NA,"isolate","Candidatus Mycoplasma haemominutum",209446,"species","High"
751585,NA,NA,"Coprococcus sp. ART55/1","genome size",3123007,"Kegg","igc","usually",NA,"species","Coprococcus",33042,"genus","High"
717962,NA,NA,"Coprococcus catus","genome size",3522704,"Kegg","igc","usually",NA,"strain","Coprococcus catus",116085,"species","High"
657310,NA,NA,"Enterococcus sp. 7L76","genome size",3096657,"Kegg","igc","usually",NA,NA,NA,NA,NA,"High"
717960,NA,NA,"Faecalitalea cylindroides","genome size",1966750,"Kegg","igc","usually",NA,"strain","Faecalitalea cylindroides",39483,"species","High"
657318,NA,NA,"Eubacterium rectale DSM 17629","genome size",3344951,"Kegg","igc","usually",NA,"strain","[Eubacterium] rectale",39491,"species","High"
657317,NA,NA,"Eubacterium rectale M104/1","genome size",3698419,"Kegg","igc","usually",NA,"strain","[Eubacterium] rectale",39491,"species","High"
717961,NA,NA,"Eubacterium siraeum V10Sc8a","genome size",2836123,"Kegg","igc","usually",NA,"strain","[Eubacterium] siraeum",39492,"species","High"
657319,NA,NA,"Eubacterium siraeum 70/3","genome size",2943413,"Kegg","igc","usually",NA,"strain","[Eubacterium] siraeum",39492,"species","High"
718252,NA,NA,"Faecalibacterium prausnitzii L2-6","genome size",3321367,"Kegg","igc","usually",NA,"strain","Faecalibacterium prausnitzii",853,"species","High"
657322,NA,NA,"Faecalibacterium prausnitzii SL3/3","genome size",3214418,"Kegg","igc","usually",NA,"strain","Faecalibacterium prausnitzii",853,"species","High"
657316,NA,NA,"Megamonas hypermegale","genome size",2209938,"Kegg","igc","usually",NA,"strain","Megamonas hypermegale",158847,"species","High"
496833,NA,NA,"Mycoplasma fermentans PG18","genome size",1004014,"Kegg","igc","usually",NA,"strain","Mycoplasmopsis fermentans",2115,"species","High"
865867,NA,NA,"Mycoplasma mycoides subsp. mycoides SC Gladysdale","genome size",1193808,"Kegg","igc","usually",NA,"no rank","Mycoplasma mycoides subsp. mycoides SC",44101,"strain","High"
1238993,NA,NA,"Mycoplasma pneumoniae M129-B7","genome size",816451,"Kegg","igc","usually",NA,"strain","Mycoplasma pneumoniae",2104,"species","High"
718255,NA,NA,"Roseburia intestinalis XB6B4","genome size",4286292,"Kegg","igc","usually",NA,"strain","Roseburia intestinalis",166486,"species","High"
657315,NA,NA,"Roseburia intestinalis M50/1","genome size",4143550,"Kegg","igc","usually",NA,"strain","Roseburia intestinalis",166486,"species","High"
657321,NA,NA,"Ruminococcus bromii","genome size",2249085,"Kegg","igc","usually",NA,"strain","Ruminococcus bromii",40518,"species","High"
213810,NA,NA,"Ruminococcus champanellensis","genome size",2573208,"Kegg","igc","usually",NA,"strain","Ruminococcus champanellensis",1161942,"species","High"
657323,NA,NA,"Ruminococcus sp. SR1/5","genome size",3545606,"Kegg","igc","usually",NA,"species","Ruminococcus",1263,"genus","High"
651822,NA,NA,"Fretibacterium fastidiosum","genome size",2728333,"Kegg","igc","usually",NA,"species","Fretibacterium",1434006,"genus","High"
1091495,NA,NA,"Taylorella asinigenitalis 14/45","genome size",1540266,"Kegg","igc","usually",NA,"strain","Taylorella asinigenitalis",84590,"species","High"
1091497,NA,NA,"Taylorella equigenitalis 14/56","genome size",1652885,"Kegg","igc","usually",NA,"strain","Taylorella equigenitalis",29575,"species","High"
657314,NA,NA,"Blautia obeum","genome size",3757491,"Kegg","igc","usually",NA,"strain","Blautia obeum",40520,"species","High"
657313,NA,NA,"Ruminococcus torques","genome size",3341681,"Kegg","igc","usually",NA,"strain","[Ruminococcus] torques",33039,"species","High"
645657,NA,NA,"Bacillus subtilis subsp. natto BEST195","genome size",4111218,"Kegg","igc","usually",NA,"strain","Bacillus subtilis",1423,"species","High"
696747,NA,NA,"Arthrospira platensis","genome size",6788435,"Kegg","igc","usually",NA,"strain","Arthrospira platensis",118562,"species","High"
657308,NA,NA,"Gordonibacter pamelaeae","genome size",3608022,"Kegg","igc","usually",NA,"strain","Gordonibacter pamelaeae",471189,"species","High"
245012,NA,NA,"Butyrate-producing bacterium SM4/1","genome size",3108859,"Kegg","igc","usually",NA,"species","Eubacteriales",186802,"order","High"
245014,NA,NA,"Butyrate-producing bacterium SS3/4","genome size",3601020,"Kegg","igc","usually",NA,"species","Eubacteriales",186802,"order","High"
649756,NA,NA,"Anaerostipes hadrus","genome size",3114788,"Kegg","igc","usually",NA,"species","Anaerostipes",207244,"genus","High"
1234603,NA,NA,"Candidatus Moranella endobia PCVAL","genome size",538203,"Kegg","igc","usually",NA,"strain","Candidatus Moranella endobia",1048758,"species","High"
717608,NA,NA,"Clostridium cf. saccharolyticum K10","genome size",3769775,"Kegg","igc","usually",NA,"strain","Lacrimispora saccharolytica",84030,"species","High"
718254,NA,NA,"Enterobacter cloacae subsp. cloacae NCTC 9394","genome size",4908759,"Kegg","igc","usually",NA,"strain","Enterobacter cloacae",550,"species","High"
1306400,NA,NA,"Mycobacterium tuberculosis Beijing/NITR203","genome size",4411128,"Kegg","igc","usually",NA,"strain","Mycobacterium tuberculosis",1773,"species","High"
1138877,NA,NA,"Mycobacterium tuberculosis 7199-99","genome size",4421197,"Kegg","igc","usually",NA,"strain","Mycobacterium tuberculosis",1773,"species","High"
1305598,NA,NA,"Staphylococcus aureus M1","genome size",2891564,"Kegg","igc","usually",NA,"strain","Staphylococcus aureus",1280,"species","High"
1265601,NA,NA,"Streptomyces sp. PAMC 26508","genome size",7630245,"Kegg","igc","usually",NA,"species","Streptomyces",1883,"genus","High"
1241935,NA,NA,"Sulfolobus islandicus LAL14/1","genome size",2465177,"Kegg","igc","usually",NA,"strain","Sulfolobus islandicus",43080,"species","High"
1262673,NA,NA,"Chlamydia trachomatis L2/434/Bu(f)","genome size",1046341,"Kegg","igc","usually",NA,"no rank","Chlamydia trachomatis L2/434/Bu(i)",1263406,"strain","High"
1263406,NA,NA,"Chlamydia trachomatis L2/434/Bu(i)","genome size",1046341,"Kegg","igc","usually",NA,"strain","Chlamydia trachomatis",813,"species","High"
565655,NA,NA,"Enterococcus casseliflavus","genome size",3427276,"Kegg","igc","usually",NA,"strain","Enterococcus casseliflavus",37734,"species","High"
1236689,NA,NA,"Candidatus Methanomethylophilus alvus","genome size",1666795,"Kegg","igc","usually",NA,"strain","Candidatus Methanomethylophilus alvus",1291540,"species","High"
1286170,NA,NA,"Raoultella ornithinolytica B6","genome size",5398151,"Kegg","igc","usually",NA,"strain","Raoultella ornithinolytica",54291,"species","High"
1216962,NA,NA,"Helicobacter heilmannii","genome size",1804601,"Kegg","igc","usually",NA,"strain","Helicobacter heilmannii",35817,"species","High"
1280938,NA,NA,"Pseudomonas aeruginosa B136-33","genome size",6421010,"Kegg","igc","usually",NA,"strain","Pseudomonas aeruginosa",287,"species","High"
869303,NA,NA,"Streptococcus pneumoniae SPN034156","genome size",2024476,"Kegg","igc","usually",NA,"strain","Streptococcus pneumoniae",1313,"species","High"
869304,NA,NA,"Streptococcus pneumoniae SPN034183","genome size",2037254,"Kegg","igc","usually",NA,"strain","Streptococcus pneumoniae",1313,"species","High"
869306,NA,NA,"Streptococcus pneumoniae SPN994038","genome size",2026239,"Kegg","igc","usually",NA,"strain","Streptococcus pneumoniae",1313,"species","High"
869307,NA,NA,"Streptococcus pneumoniae SPN994039","genome size",2026505,"Kegg","igc","usually",NA,"strain","Streptococcus pneumoniae",1313,"species","High"
1170318,NA,NA,"Cutibacterium avidum","genome size",2526138,"Kegg","igc","usually",NA,"strain","Cutibacterium avidum",33010,"species","High"
1283330,NA,NA,"Azotobacter vinelandii CA","genome size",5366370,"Kegg","igc","usually",NA,"strain","Azotobacter vinelandii",354,"species","High"
1283331,NA,NA,"Azotobacter vinelandii CA6","genome size",5323210,"Kegg","igc","usually",NA,"strain","Azotobacter vinelandii",354,"species","High"
1316932,NA,NA,"Mannheimia haemolytica M42548","genome size",2731870,"Kegg","igc","usually",NA,"strain","Mannheimia haemolytica",75985,"species","High"
504728,NA,NA,"Meiothermus ruber DSM 1279","genome size",3098881,"Kegg","igc","usually",NA,"strain","Meiothermus ruber",277,"species","High"
1292033,NA,NA,"Mycoplasma putrefaciens Mput9231","genome size",859996,"Kegg","igc","usually",NA,"strain","Mycoplasma putrefaciens",2123,"species","High"
1134454,NA,NA,"Propionibacterium acnes HL096PA1","genome size",2549775,"Kegg","igc","usually",NA,"strain","Cutibacterium acnes",1747,"species","High"
1171376,NA,NA,"Salmonella enterica subsp. enterica serovar Typhimurium U288","genome size",5017059,"Kegg","igc","usually",NA,"strain","Salmonella enterica",28901,"species","High"
1236909,NA,NA,"Wolbachia wHa (Drosophila simulans)","genome size",1295804,"Kegg","igc","usually",NA,"strain","Wolbachia endosymbiont of Drosophila simulans",77038,"species","High"
1236908,NA,NA,"Wolbachia wNo (Drosophila simulans)","genome size",1301823,"Kegg","igc","usually",NA,"strain","Wolbachia endosymbiont of Drosophila simulans",77038,"species","High"
387631,NA,NA,"Archaeoglobus sulfaticallidus","genome size",2076931,"Kegg","igc","usually",NA,"strain","Archaeoglobus sulfaticallidus",1316941,"species","High"
666686,NA,NA,"Bacillus sp. 1NLA3E","genome size",4815602,"Kegg","igc","usually",NA,"species","Bacillus",1386,"genus","High"
1249661,NA,NA,"Burkholderia thailandensis MSMB121","genome size",6731379,"Kegg","igc","usually",NA,"strain","Burkholderia thailandensis",57975,"species","High"
86416,NA,NA,"Clostridium pasteurianum BC1","genome size",5044100,"Kegg","igc","usually",NA,"strain","Clostridium pasteurianum",1501,"species","High"
670307,NA,NA,"Hyphomicrobium denitrificans 1NES1","genome size",3808687,"Kegg","igc","usually",NA,"strain","Hyphomicrobium denitrificans",53399,"species","High"
1314884,NA,NA,"Lactobacillus acidophilus La-14","genome size",1991579,"Kegg","igc","usually",NA,"strain","Lactobacillus acidophilus",1579,"species","High"
527001,NA,NA,"Salmonella enterica subsp. enterica serovar Typhi Ty21a","genome size",4791958,"Kegg","igc","usually",NA,"strain","Salmonella enterica",28901,"species","High"
1302863,NA,NA,"Streptococcus cristatus","genome size",2142100,"Kegg","igc","usually",NA,"strain","Streptococcus cristatus",45634,"species","High"
1303692,NA,NA,"Streptomyces fulvissimus","genome size",7905758,"Kegg","igc","usually",NA,"strain","Streptomyces microflavus",1919,"species","High"
1155775,NA,NA,"Treponema pallidum Fribourg-Blanc","genome size",1140481,"Kegg","igc","usually",NA,"strain","Treponema pallidum",160,"species","High"
1310114,NA,NA,"Mycobacterium tuberculosis CAS/NITR204","genome size",4392876,"Kegg","igc","usually",NA,"no rank","Mycobacterium tuberculosis CAS",1306413,"strain","High"
1310115,NA,NA,"Mycobacterium tuberculosis EAI5/NITR206","genome size",4390306,"Kegg","igc","usually",NA,"no rank","Mycobacterium tuberculosis EAI5",1306414,"strain","High"
1304279,NA,NA,"Mycobacterium tuberculosis Haarlem/NITR202","genome size",4404786,"Kegg","igc","usually",NA,"no rank","Mycobacterium tuberculosis str. Haarlem",395095,"strain","High"
649831,NA,NA,"Actinoplanes sp. N902-109","genome size",9228054,"Kegg","igc","usually",NA,"species","Actinoplanes",1865,"genus","High"
1261567,NA,NA,"Streptococcus agalactiae 2-22 (serotype Ib)","genome size",1838867,"Kegg","igc","usually",NA,"strain","Streptococcus agalactiae",1311,"species","High"
767817,NA,NA,"Desulfotomaculum gibsoniae","genome size",4855529,"Kegg","igc","usually",NA,"strain","Desulfoscipio gibsoniae",102134,"species","High"
1311573,NA,NA,"Helicobacter pylori UM032","genome size",1593537,"Kegg","igc","usually",NA,"strain","Helicobacter pylori",210,"species","High"
1321939,NA,NA,"Helicobacter pylori UM037","genome size",1692794,"Kegg","igc","usually",NA,"strain","Helicobacter pylori",210,"species","High"
1321940,NA,NA,"Helicobacter pylori UM066","genome size",1658047,"Kegg","igc","usually",NA,"strain","Helicobacter pylori",210,"species","High"
1321938,NA,NA,"Helicobacter pylori UM299","genome size",1594569,"Kegg","igc","usually",NA,"strain","Helicobacter pylori",210,"species","High"
1199187,NA,NA,"Mycobacterium avium subsp. paratuberculosis MAP4","genome size",4829424,"Kegg","igc","usually",NA,"strain","Mycobacterium avium",1764,"species","High"
243274,NA,NA,"Thermotoga maritima MSB8","genome size",1869612,"Kegg","igc","usually",NA,"strain","Thermotoga maritima",2336,"species","High"
767453,NA,NA,"Lactobacillus fermentum F-6","genome size",2064620,"Kegg","igc","usually",NA,"strain","Limosilactobacillus fermentum",1613,"species","High"
767468,NA,NA,"Lactobacillus plantarum subsp. plantarum P-8","genome size",3246630,"Kegg","igc","usually",NA,"strain","Lactiplantibacillus plantarum",1590,"species","High"
1124983,NA,NA,"Pseudomonas protegens CHA0","genome size",6867980,"Kegg","igc","usually",NA,"strain","Pseudomonas protegens",380021,"species","High"
1276647,NA,NA,"Streptococcus suis TL13","genome size",2038146,"Kegg","igc","usually",NA,"strain","Streptococcus suis",1307,"species","High"
1332188,NA,NA,"Candidatus Saccharimonas aalborgensis","genome size",1013781,"Kegg","igc","usually",NA,"species","Candidatus Saccharimonas",1331051,"genus","High"
980422,NA,NA,"Phytoplasma (CPA) NZSb11","genome size",959779,"Kegg","igc","usually",NA,"strain","Candidatus Phytoplasma australiense",59748,"species","High"
1116211,NA,NA,"Mycoplasma hyopneumoniae 168-L","genome size",921093,"Kegg","igc","usually",NA,"no rank","Mycoplasma hyopneumoniae 168",907287,"strain","High"
1276227,NA,NA,"Spiroplasma chrysopicola","genome size",1123322,"Kegg","igc","usually",NA,"strain","Spiroplasma chrysopicola",216933,"species","High"
1276229,NA,NA,"Spiroplasma syrphidicola","genome size",1107344,"Kegg","igc","usually",NA,"strain","Spiroplasma syrphidicola",216945,"species","High"
1156913,NA,NA,"Amycolatopsis orientalis","genome size",8982090,"Kegg","igc","usually",NA,"strain","Amycolatopsis orientalis",31958,"species","High"
443149,NA,NA,"Mycobacterium tuberculosis CCDC5079","genome size",4414325,"Kegg","igc","usually",NA,"strain","Mycobacterium tuberculosis",1773,"species","High"
469607,NA,NA,"Fusobacterium nucleatum subsp. animalis 4_8","genome size",2275461,"Kegg","igc","usually",NA,"strain","Fusobacterium nucleatum",851,"species","High"
1321370,NA,NA,"Idiomarina loihiensis GSL 199","genome size",2839759,"Kegg","igc","usually",NA,"strain","Idiomarina loihiensis",135577,"species","High"
1303024,NA,NA,"Mycobacterium abscessus subsp. bolletii 50594","genome size",5270527,"Kegg","igc","usually",NA,"strain","Mycobacteroides abscessus",36809,"species","High"
1288394,NA,NA,"Aeromonas hydrophila ML09-119","genome size",5024500,"Kegg","igc","usually",NA,"strain","Aeromonas hydrophila",644,"species","High"
758793,NA,NA,"Burkholderia sp. RPE64","genome size",6964487,"Kegg","igc","usually",NA,"species","Caballeronia",1827195,"genus","High"
1260251,NA,NA,"Spiribacter salinus","genome size",1739487,"Kegg","igc","usually",NA,"strain","Spiribacter salinus",1335746,"species","High"
1318633,NA,NA,"Streptococcus iniae SF1","genome size",2149844,"Kegg","igc","usually",NA,"strain","Streptococcus iniae",1346,"species","High"
224719,NA,NA,"Methanobrevibacter sp. AbM4","genome size",1998189,"Kegg","igc","usually",NA,"species","Methanobrevibacter",2172,"genus","High"
1313290,NA,NA,"Erysipelothrix rhusiopathiae SY1027","genome size",1752910,"Kegg","igc","usually",NA,"strain","Erysipelothrix rhusiopathiae",1648,"species","High"
1199191,NA,NA,"Legionella pneumophila subsp. pneumophila Thunder Bay","genome size",3455167,"Kegg","igc","usually",NA,"strain","Legionella pneumophila",446,"species","High"
1232381,NA,NA,"Corynebacterium glutamicum SCgG1","genome size",3350620,"Kegg","igc","usually",NA,"strain","Corynebacterium glutamicum",1718,"species","High"
1232383,NA,NA,"Corynebacterium glutamicum SCgG2","genome size",3350619,"Kegg","igc","usually",NA,"strain","Corynebacterium glutamicum",1718,"species","High"
1295009,NA,NA,"Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1","genome size",1931651,"Kegg","igc","usually",NA,"strain","Candidatus Methanomassiliicoccus intestinalis",1406512,"species","High"
1333523,NA,NA,"Salinarchaeum sp. Harcht-Bsk1","genome size",3255260,"Kegg","igc","usually",NA,"species","Salinarchaeum",1269201,"genus","High"
766760,NA,NA,"Bacillus paralicheniformis","genome size",4376305,"Kegg","igc","usually",NA,"strain","Bacillus paralicheniformis",1648923,"species","High"
1322346,NA,NA,"Haemophilus parasuis ZJ0906","genome size",2324740,"Kegg","igc","usually",NA,"strain","Glaesserella parasuis",738,"species","High"
1327988,NA,NA,"Lactobacillus plantarum 16","genome size",3361015,"Kegg","igc","usually",NA,"strain","Lactiplantibacillus plantarum",1590,"species","High"
1303518,NA,NA,"Chthonomonas calidirosea","genome size",3437861,"Kegg","igc","usually",NA,"strain","Chthonomonas calidirosea",454171,"species","High"
1166130,NA,NA,"Enterobacter sp. R4-368","genome size",5155034,"Kegg","igc","usually",NA,"species","Enterobacter",547,"genus","High"
1340495,NA,NA,"Lactobacillus reuteri I5007","genome size",2093275,"Kegg","igc","usually",NA,"strain","Limosilactobacillus reuteri",1598,"species","High"
1323661,NA,NA,"Staphylococcus aureus CA-347","genome size",2875156,"Kegg","igc","usually",NA,"strain","Staphylococcus aureus",1280,"species","High"
1309806,NA,NA,"Streptococcus agalactiae 09mas018883","genome size",2138694,"Kegg","igc","usually",NA,"strain","Streptococcus agalactiae",1311,"species","High"
1309807,NA,NA,"Streptococcus agalactiae ILRI005","genome size",2109759,"Kegg","igc","usually",NA,"strain","Streptococcus agalactiae",1311,"species","High"
1318615,NA,NA,"Streptococcus agalactiae ILRI112","genome size",2029198,"Kegg","igc","usually",NA,"strain","Streptococcus agalactiae",1311,"species","High"
1331671,NA,NA,"Pseudomonas putida H8234","genome size",6870827,"Kegg","igc","usually",NA,"strain","Pseudomonas putida",303,"species","High"
1211579,NA,NA,"Pseudomonas putida NBRC 14164","genome size",6156701,"Kegg","igc","usually",NA,"strain","Pseudomonas putida",303,"species","High"
1245471,NA,NA,"Pseudomonas resinovorans","genome size",6484828,"Kegg","igc","usually",NA,"strain","Pseudomonas resinovorans",53412,"species","High"
243276,NA,NA,"Treponema pallidum subsp. pallidum Nichols","genome size",1139633,"Kegg","igc","usually",NA,"strain","Treponema pallidum",160,"species","High"
682634,NA,NA,"Serratia plymuthica 4Rx13","genome size",5403731,"Kegg","igc","usually",NA,"strain","Serratia plymuthica",82996,"species","High"
1340851,NA,NA,"Pseudomonas aeruginosa RP73","genome size",6342034,"Kegg","igc","usually",NA,"strain","Pseudomonas aeruginosa",287,"species","High"
1281781,NA,NA,"Bifidobacterium animalis subsp. lactis Bl12","genome size",1938606,"Kegg","igc","usually",NA,"strain","Bifidobacterium animalis",28025,"species","High"
333146,NA,NA,"Ferroplasma acidarmanus","genome size",1935211,"Kegg","igc","usually",NA,"strain","Ferroplasma acidarmanus",97393,"species","High"
1200352,NA,NA,"Corynebacterium terpenotabidum","genome size",2751233,"Kegg","igc","usually",NA,"strain","Corynebacterium terpenotabidum",89154,"species","High"
571800,NA,NA,"Psychrobacter sp. G","genome size",3113999,"Kegg","igc","usually",NA,"species","Psychrobacter",497,"genus","High"
1348660,NA,NA,"Serratia plymuthica S13","genome size",5467306,"Kegg","igc","usually",NA,"isolate","Serratia plymuthica",82996,"species","High"
1321369,NA,NA,"Staphylococcus aureus Bmb9393","genome size",2983456,"Kegg","igc","usually",NA,"strain","Staphylococcus aureus",1280,"species","High"
1254432,NA,NA,"Sorangium cellulosum So0157-2","genome size",14782125,"Kegg","igc","usually",NA,"strain","Sorangium cellulosum",56,"species","High"
1300253,NA,NA,"Alteromonas mediterranea 615","genome size",4582352,"Kegg","igc","usually",NA,"strain","Alteromonas mediterranea",314275,"species","High"
1300255,NA,NA,"Alteromonas mediterranea U4","genome size",4624578,"Kegg","igc","usually",NA,"strain","Alteromonas mediterranea",314275,"species","High"
1300256,NA,NA,"Alteromonas mediterranea U7","genome size",4442936,"Kegg","igc","usually",NA,"strain","Alteromonas mediterranea",314275,"species","High"
1300257,NA,NA,"Alteromonas mediterranea U8","genome size",4395035,"Kegg","igc","usually",NA,"strain","Alteromonas mediterranea",314275,"species","High"
1300259,NA,NA,"Alteromonas mediterranea UM4b","genome size",4438767,"Kegg","igc","usually",NA,"strain","Alteromonas mediterranea",314275,"species","High"
1300258,NA,NA,"Alteromonas mediterranea UM7","genome size",4931660,"Kegg","igc","usually",NA,"strain","Alteromonas mediterranea",314275,"species","High"
859655,NA,NA,"Ralstonia solanacearum CMR15","genome size",5590372,"Kegg","igc","usually",NA,"strain","Ralstonia solanacearum",305,"species","High"
1096995,NA,NA,"Acinetobacter baumannii BJAB07104","genome size",4042229,"Kegg","igc","usually",NA,"strain","Acinetobacter baumannii",470,"species","High"
1096996,NA,NA,"Acinetobacter baumannii BJAB0715","genome size",4053889,"Kegg","igc","usually",NA,"strain","Acinetobacter baumannii",470,"species","High"
1096997,NA,NA,"Acinetobacter baumannii BJAB0868","genome size",4005822,"Kegg","igc","usually",NA,"strain","Acinetobacter baumannii",470,"species","High"
1318635,NA,NA,"Lactobacillus casei LOCK919","genome size",3143369,"Kegg","igc","usually",NA,"strain","Lacticaseibacillus casei",1582,"species","High"
1316933,NA,NA,"Lactobacillus rhamnosus LOCK900","genome size",2883376,"Kegg","igc","usually",NA,"strain","Lacticaseibacillus rhamnosus",47715,"species","High"
1318634,NA,NA,"Lactobacillus rhamnosus LOCK908","genome size",2990900,"Kegg","igc","usually",NA,"strain","Lacticaseibacillus rhamnosus",47715,"species","High"
1138871,NA,NA,"Mycobacterium yongonense","genome size",5662088,"Kegg","igc","usually",NA,"strain","Mycobacterium intracellulare",1767,"species","High"
1197719,NA,NA,"Salmonella bongori N268-08","genome size",4773537,"Kegg","igc","usually",NA,"strain","Salmonella bongori",54736,"species","High"
1271863,NA,NA,"Salmonella enterica subsp. enterica Serovar Cubana","genome size",5267011,"Kegg","igc","usually",NA,"strain","Salmonella enterica",28901,"species","High"
1271864,NA,NA,"Salmonella enterica subsp. enterica Serovar Heidelberg CFSAN002069","genome size",4931985,"Kegg","igc","usually",NA,"strain","Salmonella enterica",28901,"species","High"
1124936,NA,NA,"Salmonella enterica subsp. enterica serovar Heidelberg 41578","genome size",4951478,"Kegg","igc","usually",NA,"strain","Salmonella enterica",28901,"species","High"
1271862,NA,NA,"Salmonella enterica subsp. enterica serovar Typhimurium var. 5- CFSAN001921","genome size",5089224,"Kegg","igc","usually",NA,"strain","Salmonella enterica",28901,"species","High"
866913,NA,NA,"Salmonella enterica subsp. enterica serovar 4,[5],12:i:- str. 08-1736","genome size",4822189,"Kegg","igc","usually",NA,"strain","Salmonella enterica",28901,"species","High"
1173427,NA,NA,"Salmonella enterica subsp. enterica serovar Bareilly","genome size",4808805,"Kegg","igc","usually",NA,"strain","Salmonella enterica",28901,"species","High"
1346614,NA,NA,"Serratia liquefaciens","genome size",5282719,"Kegg","igc","usually",NA,"strain","Serratia liquefaciens",614,"species","High"
1276221,NA,NA,"Spiroplasma diminutum","genome size",945296,"Kegg","igc","usually",NA,"strain","Spiroplasma diminutum",216936,"species","High"
1276220,NA,NA,"Spiroplasma taiwanense","genome size",1086278,"Kegg","igc","usually",NA,"strain","Spiroplasma taiwanense",2145,"species","High"
1336746,NA,NA,"Streptococcus pyogenes HSC5","genome size",1818351,"Kegg","igc","usually",NA,"strain","Streptococcus pyogenes",1314,"species","High"
326425,NA,NA,"Lactobacillus helveticus CNRZ32","genome size",2225962,"Kegg","igc","usually",NA,"strain","Lactobacillus helveticus",1587,"species","High"
1358027,NA,NA,"Lactobacillus reuteri TD1","genome size",2145445,"Kegg","igc","usually",NA,"strain","Limosilactobacillus reuteri",1598,"species","High"
1261126,NA,NA,"Mannheimia haemolytica D153","genome size",2681844,"Kegg","igc","usually",NA,"strain","Mannheimia haemolytica",75985,"species","High"
1311759,NA,NA,"Mannheimia haemolytica D171","genome size",2501382,"Kegg","igc","usually",NA,"strain","Mannheimia haemolytica",75985,"species","High"
1311760,NA,NA,"Mannheimia haemolytica D174","genome size",2702201,"Kegg","igc","usually",NA,"strain","Mannheimia haemolytica",75985,"species","High"
1306414,NA,NA,"Mycobacterium tuberculosis EAI5","genome size",4391174,"Kegg","igc","usually",NA,"strain","Mycobacterium tuberculosis",1773,"species","High"
